# time x_sun y_sun x_mercury y_mercury x_venus y_venus x_earth y_earth x_mars y_mars x_jupiter y_jupiter x_neptune y_neptune x_uranus y_uranus x_neptune y_neptune energy_error
1.22001 0.00110315 0.000310403 0.255665 0.19113 0.715604 -0.0699434 0.154763 0.985474 -1.13154 -1.15226 3.80919 3.2513 29.7652 1.41004 18.2011 1.83116 29.7652 1.41004 -2.51999e-09
1.23001 0.00112061 0.000316962 0.180156 0.281921 0.719033 0.00436498 0.0924243 0.994268 -1.09454 -1.18279 3.79122 3.27355 29.7647 1.42159 18.1997 1.84613 29.7647 1.42159 -2.71006e-09
1.24001 0.0011382 0.000323636 0.0855541 0.343276 0.714811 0.0786304 0.0297237 0.999117 -1.0565 -1.21221 3.77314 3.29569 29.7641 1.43314 18.1982 1.86108 29.7641 1.43314 -2.57819e-09
1.25001 0.00115593 0.000330427 -0.0168308 0.37418 0.702982 0.152061 -0.03309 1.00001 -1.01747 -1.24048 3.75493 3.31773 29.7636 1.44469 18.1968 1.87604 29.7636 1.44469 -2.28488e-09
1.26001 0.00117378 0.000337338 -0.118084 0.377054 0.683676 0.223876 -0.0957687 0.996971 -0.977457 -1.26756 3.73661 3.33966 29.763 1.45624 18.1953 1.891 29.763 1.45624 -1.94288e-09
1.27001 0.00119177 0.00034437 -0.21188 0.355849 0.657102 0.293311 -0.158066 0.99001 -0.936508 -1.29343 3.71817 3.36149 29.7625 1.46779 18.1938 1.90596 29.7625 1.46779 -1.60812e-09
1.28001 0.00120988 0.000351526 -0.293985 0.314918 0.623551 0.359628 -0.21974 0.97917 -0.894652 -1.31805 3.69962 3.38322 29.7619 1.47933 18.1923 1.92091 29.7619 1.47933 -1.30053e-09
1.29001 0.00122812 0.000358805 -0.361654 0.258491 0.583384 0.422128 -0.28055 0.964508 -0.851923 -1.34138 3.68095 3.40484 29.7613 1.49088 18.1908 1.93586 29.7613 1.49088 -1.02237e-09
1.30001 0.00124647 0.000366211 -0.413158 0.190499 0.537036 0.480149 -0.340263 0.946091 -0.808356 -1.36339 3.66216 3.42635 29.7608 1.50243 18.1892 1.95082 29.7608 1.50243 -7.68743e-10
1.31001 0.00126494 0.000373743 -0.447437 0.114568 0.485008 0.533084 -0.39865 0.924003 -0.763988 -1.38405 3.64326 3.44776 29.7602 1.51398 18.1877 1.96577 29.7602 1.51398 -5.32462e-10
1.32001 0.00128353 0.000381403 -0.463897 0.0340818 0.427859 0.58038 -0.45549 0.898339 -0.718857 -1.40333 3.62425 3.46906 29.7596 1.52552 18.1862 1.98072 29.7596 1.52552 -3.06033e-10
1.33001 0.00130223 0.000389192 -0.462279 -0.0477187 0.366201 0.621547 -0.510566 0.86921 -0.673001 -1.4212 3.60512 3.49024 29.759 1.53707 18.1846 1.99567 29.759 1.53707 -8.23795e-11
1.34001 0.00132103 0.000397111 -0.442607 -0.127638 0.300694 0.65616 -0.563672 0.836737 -0.626462 -1.43763 3.58588 3.51132 29.7584 1.54862 18.183 2.01061 29.7584 1.54862 1.44971e-10
1.35001 0.00133994 0.00040516 -0.405194 -0.202419 0.232035 0.68387 -0.614609 0.801054 -0.579282 -1.45259 3.56652 3.53229 29.7578 1.56016 18.1814 2.02556 29.7578 1.56016 3.8155e-10
1.36001 0.00135896 0.000413339 -0.350706 -0.268639 0.160951 0.704397 -0.663188 0.762305 -0.531504 -1.46606 3.54706 3.55315 29.7572 1.57171 18.1798 2.0405 29.7572 1.57171 6.31267e-10
1.37001 0.00137808 0.000421648 -0.280301 -0.322623 0.0881932 0.717541 -0.709229 0.720647 -0.483171 -1.478 3.52749 3.5739 29.7566 1.58325 18.1782 2.05545 29.7566 1.58325 8.94582e-10
1.38001 0.00139729 0.000430087 -0.19586 -0.360383 0.014527 0.723182 -0.752562 0.676244 -0.434331 -1.48839 3.5078 3.59454 29.756 1.5948 18.1766 2.07039 29.756 1.5948 1.16456e-09
1.39001 0.0014166 0.000438656 -0.100351 -0.377649 -0.0592766 0.721275 -0.793028 0.629271 -0.38503 -1.4972 3.48801 3.61507 29.7554 1.60635 18.175 2.08533 29.7554 1.60635 1.41909e-09
1.40001 0.001436 0.000447354 0.00166636 -0.370087 -0.132448 0.711857 -0.83048 0.579912 -0.335317 -1.50442 3.4681 3.63548 29.7547 1.61789 18.1733 2.10027 29.7547 1.61789 1.60765e-09
1.41001 0.00145549 0.000456179 0.103439 -0.333912 -0.204227 0.695042 -0.864781 0.528359 -0.285241 -1.51001 3.44809 3.65578 29.7541 1.62944 18.1717 2.11521 29.7541 1.62944 1.63507e-09
1.42001 0.00147508 0.00046513 0.19558 -0.267152 -0.273872 0.67102 -0.895806 0.47481 -0.234854 -1.51397 3.42797 3.67596 29.7535 1.64098 18.17 2.13014 29.7535 1.64098 1.36087e-09
1.43001 0.00149475 0.000474209 0.26649 -0.171663 -0.340666 0.640054 -0.923445 0.419471 -0.184208 -1.51626 3.40775 3.69603 29.7529 1.65252 18.1683 2.14508 29.7529 1.65252 6.61424e-10
1.44001 0.00151451 0.000483414 0.304595 -0.0551837 -0.403924 0.602477 -0.947597 0.362552 -0.133357 -1.51688 3.38742 3.71599 29.7522 1.66407 18.1666 2.16001 29.7522 1.66407 -4.16496e-10
1.45001 0.00153436 0.000492746 0.302513 0.0685765 -0.462998 0.558689 -0.968175 0.30427 -0.0823544 -1.51581 3.36698 3.73583 29.7516 1.67561 18.1649 2.17495 29.7516 1.67561 -1.55366e-09
1.46001 0.00155429 0.000502209 0.260673 0.183467 -0.517289 0.509152 -0.985106 0.244845 -0.0312578 -1.51302 3.34644 3.75556 29.7509 1.68716 18.1632 2.18988 29.7509 1.68716 -2.34982e-09
1.47001 0.0015743 0.000511801 0.187091 0.276283 -0.566244 0.454385 -0.998329 0.184503 0.0198762 -1.50851 3.3258 3.77516 29.7503 1.6987 18.1615 2.20481 29.7503 1.6987 -2.64157e-09
1.48001 0.00159439 0.000521523 0.0935086 0.339942 -0.609368 0.394956 -1.0078 0.123469 0.070989 -1.50227 3.30505 3.79466 29.7496 1.71024 18.1597 2.21973 29.7496 1.71024 -2.53525e-09
1.49001 0.00161456 0.000531373 -0.0086328 0.373079 -0.646225 0.331482 -1.01348 0.0619739 0.122021 -1.49428 3.2842 3.81403 29.749 1.72179 18.158 2.23466 29.749 1.72179 -2.21902e-09
1.50001 0.00163479 0.000541349 -0.110218 0.377932 -0.676446 0.264617 -1.01534 0.000248409 0.172913 -1.48455 3.26325 3.83328 29.7483 1.73333 18.1562 2.24959 29.7483 1.73333 -1.83342e-09
1.51001 0.00165509 0.000551449 -0.20474 0.358387 -0.699725 0.195049 -1.0134 -0.0614759 0.223602 -1.47306 3.24219 3.85242 29.7476 1.74487 18.1545 2.26451 29.7476 1.74487 -1.45157e-09
1.52001 0.00167546 0.00056167 -0.28783 0.318789 -0.715829 0.123492 -1.00764 -0.122967 0.274026 -1.45982 3.22104 3.87144 29.7469 1.75641 18.1527 2.27943 29.7469 1.75641 -1.10153e-09
1.53001 0.00169589 0.000572009 -0.356651 0.263387 -0.724596 0.0506767 -0.998097 -0.183995 0.324122 -1.44481 3.19979 3.89034 29.7463 1.76795 18.1509 2.29435 29.7463 1.76795 -7.88429e-10
1.54001 0.00171639 0.000582464 -0.409409 0.196136 -0.725938 -0.0226504 -0.984797 -0.244329 0.373827 -1.42805 3.17844 3.90911 29.7456 1.7795 18.1491 2.30927 29.7456 1.7795 -5.07655e-10
1.55001 0.00173695 0.000593031 -0.445004 0.120683 -0.719842 -0.0957399 -0.96779 -0.303743 0.423074 -1.40954 3.15699 3.92777 29.7449 1.79104 18.1472 2.32419 29.7449 1.79104 -2.51171e-10
1.56001 0.00175757 0.000603708 -0.462812 0.0404276 -0.706368 -0.167844 -0.947136 -0.362012 0.4718 -1.38928 3.13544 3.9463 29.7442 1.80258 18.1454 2.33911 29.7442 1.80258 -1.01997e-11
1.57001 0.00177825 0.000614494 -0.462551 -0.0413827 -0.685651 -0.238226 -0.922909 -0.418915 0.519939 -1.36728 3.1138 3.96472 29.7435 1.81412 18.1436 2.35402 29.7435 1.81412 2.23801e-10
1.58001 0.001799 0.000625384 -0.444224 -0.121552 -0.657899 -0.306163 -0.895196 -0.474237 0.567423 -1.34355 3.09206 3.98301 29.7428 1.82566 18.1417 2.36894 29.7428 1.82566 4.5881e-10
1.59001 0.00181981 0.000636378 -0.408122 -0.196832 -0.62339 -0.370957 -0.864097 -0.527766 0.614188 -1.31812 3.07022 4.00118 29.7421 1.8372 18.1398 2.38385 29.7421 1.8372 7.01918e-10
1.60001 0.00184068 0.000647472 -0.354881 -0.263816 -0.58247 -0.431942 -0.829724 -0.579297 0.660167 -1.29099 3.04829 4.01922 29.7414 1.84874 18.138 2.39876 29.7414 1.84874 9.58585e-10
1.61001 0.00186161 0.000658664 -0.285614 -0.31885 -0.535553 -0.488485 -0.792202 -0.628631 0.705292 -1.26219 3.02627 4.03714 29.7407 1.86028 18.1361 2.41367 29.7407 1.86028 1.2307e-09
1.62001 0.00188261 0.000669953 -0.202138 -0.357971 -0.483112 -0.540001 -0.751666 -0.675577 0.749499 -1.23174 3.00415 4.05494 29.74 1.87182 18.1342 2.42858 29.74 1.87182 1.51231e-09
1.63001 0.00190368 0.000681335 -0.107325 -0.376925 -0.425678 -0.585951 -0.708264 -0.719952 0.792719 -1.19967 2.98194 4.07261 29.7392 1.88336 18.1322 2.44348 29.7392 1.88336 1.78103e-09
1.64001 0.00192482 0.000692809 -0.00559184 -0.371369 -0.363835 -0.625851 -0.662157 -0.76158 0.834889 -1.16599 2.95964 4.09016 29.7385 1.8949 18.1303 2.45839 29.7385 1.8949 1.98303e-09
1.65001 0.00194602 0.000704374 0.0964914 -0.337442 -0.298215 -0.659279 -0.613512 -0.800297 0.875943 -1.13076 2.93725 4.10758 29.7378 1.90644 18.1284 2.47329 29.7378 1.90644 2.01351e-09
1.66001 0.0019673 0.000716027 0.18974 -0.272976 -0.229488 -0.685877 -0.562512 -0.835947 0.915816 -1.094 2.91477 4.12488 29.737 1.91797 18.1264 2.48819 29.737 1.91797 1.71145e-09
1.67001 0.00198866 0.000727769 0.262669 -0.179459 -0.158361 -0.705354 -0.509344 -0.868384 0.954445 -1.05575 2.8922 4.14205 29.7363 1.92951 18.1245 2.50309 29.7363 1.92951 9.21471e-10
1.68001 0.0020101 0.0007396 0.303579 -0.0641426 -0.0855688 -0.717495 -0.454208 -0.897476 0.991767 -1.01604 2.86954 4.15909 29.7356 1.94105 18.1225 2.51799 29.7356 1.94105 -3.34144e-10
1.69001 0.00203163 0.000751523 0.304614 0.0596346 -0.0118645 -0.722157 -0.397311 -0.923101 1.02772 -0.974937 2.8468 4.17601 29.7348 1.95259 18.1205 2.53288 29.7348 1.95259 -1.7146e-09
1.70001 0.00205324 0.000763539 0.265566 0.175719 0.0619845 -0.719274 -0.338869 -0.94515 1.06225 -0.932472 2.82396 4.1928 29.7341 1.96413 18.1185 2.54778 29.7341 1.96413 -2.74561e-09
1.71001 0.00207493 0.000775651 0.193985 0.270526 0.135207 -0.708863 -0.279102 -0.963526 1.09529 -0.8887 2.80104 4.20945 29.7333 1.97566 18.1165 2.56267 29.7333 1.97566 -3.19805e-09
1.72001 0.00209672 0.000787861 0.101489 0.336488 0.207033 -0.691014 -0.218241 -0.978147 1.12679 -0.843674 2.77804 4.22598 29.7325 1.9872 18.1145 2.57756 29.7325 1.9872 -3.16763e-09
1.73001 0.00211859 0.00080017 -0.000357989 0.371879 0.276708 -0.665902 -0.156519 -0.988943 1.1567 -0.79745 2.75495 4.24239 29.7318 1.99874 18.1125 2.59245 29.7318 1.99874 -2.86828e-09
1.74001 0.00214055 0.000812579 -0.102241 0.378739 0.343492 -0.633773 -0.0941758 -0.995861 1.18496 -0.750086 2.73177 4.25866 29.731 2.01027 18.1104 2.60734 29.731 2.01027 -2.46919e-09
1.75001 0.00216259 0.000825087 -0.197469 0.360881 0.406678 -0.594955 -0.0314537 -0.998861 1.21152 -0.701645 2.70851 4.2748 29.7302 2.02181 18.1084 2.62223 29.7302 2.02181 -2.06194e-09
1.76001 0.00218473 0.000837695 -0.281533 0.322643 0.465592 -0.549844 0.0314008 -0.997918 1.23633 -0.65219 2.68517 4.29081 29.7294 2.03334 18.1063 2.63711 29.7294 2.03334 -1.68347e-09
1.77001 0.00220695 0.000850405 -0.3515 0.268289 0.519602 -0.498907 0.0941397 -0.993024 1.25936 -0.601788 2.66175 4.30669 29.7286 2.04488 18.1042 2.65199 29.7286 2.04488 -1.34218e-09
1.78001 0.00222926 0.000863217 -0.405509 0.201801 0.56813 -0.442675 0.156514 -0.984186 1.28055 -0.550507 2.63825 4.32244 29.7279 2.05641 18.1021 2.66687 29.7279 2.05641 -1.03388e-09
1.79001 0.00225167 0.000876133 -0.442421 0.126845 0.610653 -0.381736 0.218273 -0.971425 1.29987 -0.498421 2.61466 4.33806 29.7271 2.06795 18.1 2.68175 29.7271 2.06795 -7.49771e-10
1.80001 0.00227417 0.000889153 -0.461578 0.0468383 0.646712 -0.316732 0.27917 -0.95478 1.31729 -0.4456 2.591 4.35355 29.7263 2.07948 18.0979 2.69663 29.7263 2.07948 -4.7986e-10
1.81001 0.00229676 0.000902281 -0.462677 -0.0349644 0.675916 -0.24835 0.338957 -0.934307 1.33277 -0.392122 2.56726 4.3689 29.7255 2.09101 18.0958 2.71151 29.7255 2.09101 -2.14284e-10
1.82001 0.00231945 0.000915517 -0.4457 -0.115367 0.697951 -0.177314 0.397391 -0.910075 1.34629 -0.338062 2.54344 4.38412 29.7247 2.10255 18.0937 2.72638 29.7247 2.10255 5.62848e-11
1.83001 0.00234223 0.000928864 -0.410915 -0.191128 0.712576 -0.10438 0.454233 -0.882171 1.35781 -0.2835 2.51954 4.39921 29.7238 2.11408 18.0915 2.74125 29.7238 2.11408 3.40249e-10
1.84001 0.00236511 0.000942323 -0.358928 -0.258856 0.719632 -0.0303241 0.509248 -0.850696 1.36731 -0.228516 2.49557 4.41416 29.723 2.12561 18.0893 2.75612 29.723 2.12561 6.44324e-10
1.85001 0.00238809 0.000955897 -0.29081 -0.314919 0.719044 0.0440654 0.562207 -0.815769 1.37479 -0.173189 2.47152 4.42899 29.7222 2.13715 18.0872 2.77099 29.7222 2.13715 9.71506e-10
1.86001 0.00241116 0.000969587 -0.208317 -0.355378 0.710818 0.117996 0.612891 -0.777522 1.38022 -0.117603 2.4474 4.44367 29.7214 2.14868 18.085 2.78586 29.7214 2.14868 1.31654e-09
1.87001 0.00243433 0.000983397 -0.114223 -0.375997 0.695043 0.190679 0.661087 -0.736101 1.38359 -0.0618392 2.4232 4.45822 29.7205 2.16021 18.0828 2.80073 29.7205 2.16021 1.65661e-09
1.88001 0.00245759 0.000997327 -0.0128095 -0.372424 0.671892 0.261342 0.706591 -0.691669 1.3849 -0.00598178 2.39893 4.47264 29.7197 2.17174 18.0806 2.81559 29.7197 2.17174 1.93481e-09
1.89001 0.00248095 0.00101138 0.0895349 -0.340733 0.641615 0.329235 0.749212 -0.6444 1.38414 0.0498862 2.37458 4.48692 29.7189 2.18327 18.0784 2.83045 29.7189 2.18327 2.03738e-09
1.90001 0.00250441 0.00102556 0.183826 -0.278566 0.604542 0.393637 0.788767 -0.594482 1.38133 0.105681 2.35017 4.50107 29.718 2.19481 18.0761 2.84531 29.718 2.19481 1.78371e-09
1.91001 0.00252796 0.00103986 0.258709 -0.187058 0.561073 0.453869 0.825089 -0.542115 1.37645 0.161321 2.32568 4.51508 29.7172 2.20634 18.0739 2.86017 29.7172 2.20634 9.86178e-10
1.92001 0.00255162 0.0010543 0.302375 -0.0729794 0.511678 0.509297 0.858022 -0.487509 1.36952 0.216721 2.30113 4.52896 29.7163 2.21787 18.0716 2.87503 29.7163 2.21787 -3.62491e-10
1.93001 0.00257537 0.00106887 0.306523 0.050723 0.45689 0.55934 0.887423 -0.430887 1.36056 0.2718 2.2765 4.5427 29.7155 2.2294 18.0694 2.88988 29.7155 2.2294 -1.90859e-09
1.94001 0.00259922 0.00108359 0.270307 0.167922 0.397295 0.603479 0.913167 -0.372479 1.34958 0.326477 2.25181 4.5563 29.7146 2.24093 18.0671 2.90473 29.7146 2.24093 -3.10705e-09
1.95001 0.00262316 0.00109845 0.20079 0.264675 0.333533 0.641257 0.935141 -0.312525 1.3366 0.380672 2.22705 4.56976 29.7137 2.25246 18.0648 2.91958 29.7137 2.25246 -3.65741e-09
1.96001 0.00264719 0.00111346 0.109446 0.332929 0.266283 0.672288 0.953251 -0.251271 1.32164 0.434305 2.20222 4.58309 29.7129 2.26398 18.0625 2.93443 29.7129 2.26398 -3.63856e-09
1.97001 0.00267131 0.00112862 0.00794679 0.370581 0.196259 0.696259 0.967418 -0.18897 1.30475 0.487299 2.17733 4.59628 29.712 2.27551 18.0602 2.94928 29.712 2.27551 -3.28898e-09
1.98001 0.00269551 0.00114393 -0.0941945 0.379467 0.124203 0.712932 0.977581 -0.125879 1.28593 0.539579 2.15237 4.60933 29.7111 2.28704 18.0579 2.96412 29.7111 2.28704 -2.8084e-09
1.99001 0.00271978 0.0011594 -0.1901 0.36332 0.0508732 0.722148 0.983695 -0.0622613 1.26524 0.591071 2.12734 4.62224 29.7102 2.29857 18.0555 2.97897 29.7102 2.29857 -2.30905e-09
2.00001 0.00274413 0.00117502 -0.275119 0.326465 -0.0229598 0.723828 0.985733 0.0016204 1.24271 0.641702 2.10225 4.63501 29.7094 2.3101 18.0532 2.99381 29.7094 2.3101 -1.83853e-09
2.01001 0.00276855 0.00119079 -0.346217 0.273183 -0.0965248 0.717968 0.983687 0.0655004 1.21837 0.691403 2.0771 4.64765 29.7085 2.32162 18.0508 3.00865 29.7085 2.32162 -1.40961e-09
2.02001 0.00279304 0.00120672 -0.40147 0.207478 -0.169056 0.704648 0.977566 0.129113 1.19228 0.740108 2.05189 4.66015 29.7076 2.33315 18.0485 3.02348 29.7076 2.33315 -1.01939e-09
2.03001 0.00281759 0.00122281 -0.439692 0.13304 -0.239803 0.684019 0.967397 0.192195 1.16448 0.78775 2.02661 4.6725 29.7067 2.34468 18.0461 3.03832 29.7067 2.34468 -6.58926e-10
2.04001 0.00284221 0.00123904 -0.460195 0.053302 -0.308034 0.656313 0.953224 0.254485 1.13502 0.834268 2.00128 4.68472 29.7058 2.3562 18.0437 3.05315 29.7058 2.3562 -3.1756e-10
2.05001 0.00286688 0.00125544 -0.462652 -0.0284735 -0.373049 0.621828 0.935109 0.315724 1.10394 0.879603 1.97588 4.69679 29.7049 2.36773 18.0413 3.06798 29.7049 2.36773 1.55033e-11
2.06001 0.00289161 0.00127198 -0.447025 -0.109089 -0.434182 0.580935 0.913131 0.37566 1.07132 0.923697 1.95043 4.70873 29.7039 2.37926 18.0389 3.08281 29.7039 2.37926 3.50566e-10
2.07001 0.0029164 0.00128868 -0.413559 -0.185311 -0.490809 0.534066 0.887386 0.434047 1.03719 0.966496 1.92492 4.72053 29.703 2.39078 18.0364 3.09764 29.703 2.39078 6.97074e-10
2.08001 0.00294124 0.00130554 -0.362831 -0.253762 -0.542355 0.481713 0.857984 0.490646 1.00162 1.00795 1.89935 4.73218 29.7021 2.40231 18.034 3.11247 29.7021 2.40231 1.06281e-09
2.09001 0.00296613 0.00132254 -0.295872 -0.31083 -0.588296 0.424423 0.825053 0.545225 0.964673 1.04801 1.87372 4.74369 29.7012 2.41383 18.0316 3.12729 29.7012 2.41383 1.45183e-09
2.10001 0.00299106 0.00133969 -0.214375 -0.352601 -0.628169 0.362791 0.788735 0.597563 0.9264 1.08663 1.84804 4.75507 29.7002 2.42535 18.0291 3.14211 29.7002 2.42535 1.85965e-09
2.11001 0.00301604 0.001357 -0.121023 -0.374858 -0.661572 0.297453 0.749185 0.647449 0.886868 1.12378 1.82231 4.7663 29.6993 2.43688 18.0266 3.15693 29.6993 2.43688 2.26342e-09
2.12001 0.00304107 0.00137445 -0.0199654 -0.373245 -0.688168 0.229083 0.706573 0.694684 0.846139 1.1594 1.79652 4.77739 29.6984 2.4484 18.0241 3.17175 29.6984 2.4484 2.60391e-09
2.13001 0.00306614 0.00139204 0.0825894 -0.343772 -0.70769 0.158382 0.66108 0.73908 0.804277 1.19347 1.77067 4.78833 29.6974 2.45992 18.0216 3.18656 29.6974 2.45992 2.75988e-09
2.14001 0.00309125 0.00140979 0.177858 -0.283907 -0.719942 0.0860755 0.612898 0.780462 0.761348 1.22595 1.74477 4.79914 29.6965 2.47145 18.0191 3.20138 29.6965 2.47145 2.53301e-09
2.15001 0.0031164 0.00142767 0.254624 -0.194443 -0.724801 0.0129035 0.562231 0.818669 0.717418 1.25681 1.71883 4.8098 29.6955 2.48297 18.0166 3.21619 29.6955 2.48297 1.70432e-09
2.16001 0.0031416 0.0014457 0.300995 -0.0816731 -0.722218 -0.0603858 0.509291 0.853555 0.672551 1.28603 1.69283 4.82032 29.6946 2.49449 18.0141 3.231 29.6946 2.49449 2.33583e-10
2.17001 0.00316684 0.00146387 0.308247 0.041862 -0.71222 -0.133043 0.4543 0.884987 0.626816 1.31358 1.66678 4.8307 29.6936 2.50601 18.0115 3.24581 29.6936 2.50601 -1.52019e-09
2.18001 0.00319212 0.00148219 0.2749 0.160094 -0.694905 -0.204324 0.397485 0.912848 0.580277 1.33944 1.64068 4.84093 29.6926 2.51753 18.009 3.26061 29.6926 2.51753 -2.94436e-09
2.19001 0.00321745 0.00150065 0.207512 0.258747 -0.670447 -0.273499 0.33908 0.937036 0.533002 1.36359 1.61453 4.85102 29.6916 2.52906 18.0064 3.27541 29.6916 2.52906 -3.66072e-09
2.20001 0.00324281 0.00151926 0.117386 0.32928 -0.639091 -0.339858 0.279326 0.957464 0.485057 1.38602 1.58834 4.86097 29.6907 2.54058 18.0038 3.29021 29.6907 2.54058 -3.72339e-09
2.21001 0.00326821 0.00153802 0.0162863 0.369204 -0.601153 -0.402719 0.218466 0.974063 0.436508 1.40672 1.5621 4.87077 29.6897 2.5521 18.0012 3.30501 29.6897 2.5521 -3.39228e-09
2.22001 0.00329364 0.00155692 -0.0860754 0.380137 -0.557014 -0.461432 0.156746 0.986779 0.387422 1.42568 1.53581 4.88043 29.6887 2.56362 17.9986 3.31981 29.6887 2.56362 -2.89793e-09
2.23001 0.0033191 0.00157596 -0.182633 0.365724 -0.507119 -0.515388 0.0944157 0.995572 0.337863 1.44288 1.50948 4.88995 29.6877 2.57513 17.996 3.3346 29.6877 2.57513 -2.37409e-09
2.24001 0.00334459 0.00159515 -0.268589 0.330275 -0.451973 -0.564027 0.0317235 1.00042 0.287896 1.45832 1.4831 4.89932 29.6867 2.58665 17.9934 3.3494 29.6867 2.58665 -1.87933e-09
2.25001 0.00337011 0.00161447 -0.340809 0.278087 -0.392136 -0.606837 -0.031081 1.00132 0.237585 1.47201 1.45668 4.90855 29.6857 2.59817 17.9908 3.36419 29.6857 2.59817 -1.43071e-09
2.26001 0.00339566 0.00163393 -0.397299 0.213187 -0.328218 -0.643367 -0.0937497 0.998277 0.186995 1.48394 1.43022 4.91763 29.6847 2.60969 17.9881 3.37897 29.6847 2.60969 -1.02614e-09
2.27001 0.00342124 0.00165353 -0.436826 0.139286 -0.26087 -0.673228 -0.156037 0.991316 0.136187 1.49411 1.40371 4.92657 29.6837 2.62121 17.9854 3.39376 29.6837 2.62121 -6.55993e-10
2.28001 0.00344684 0.00167326 -0.458673 0.0598347 -0.190785 -0.696097 -0.217699 0.980479 0.0852228 1.50254 1.37716 4.93536 29.6827 2.63273 17.9828 3.40854 29.6827 2.63273 -3.08253e-10
2.29001 0.00347248 0.00169312 -0.462489 -0.0218955 -0.118684 -0.711722 -0.278497 0.965818 0.0341639 1.50921 1.35058 4.94401 29.6817 2.64424 17.9801 3.42333 29.6817 2.64424 2.94106e-11
2.30001 0.00349814 0.00171312 -0.448213 -0.102706 -0.0453121 -0.719926 -0.338198 0.947404 -0.0169304 1.51416 1.32395 4.95251 29.6807 2.65576 17.9774 3.4381 29.6807 2.65576 3.68912e-10
2.31001 0.00352384 0.00173325 -0.41607 -0.179369 0.0285683 -0.720607 -0.396572 0.925319 -0.0680013 1.51737 1.29728 4.96087 29.6796 2.66728 17.9747 3.45288 29.6796 2.66728 7.21325e-10
2.32001 0.00354956 0.0017535 -0.366607 -0.248521 0.102187 -0.713742 -0.453398 0.899659 -0.118991 1.51888 1.27058 4.96908 29.6786 2.67879 17.972 3.46766 29.6786 2.67879 1.09608e-09
2.33001 0.00357532 0.00177389 -0.300817 -0.306573 0.174772 -0.699387 -0.508461 0.870535 -0.169844 1.51868 1.24384 4.97714 29.6776 2.69031 17.9692 3.48243 29.6776 2.69031 1.49878e-09
2.34001 0.0036011 0.00179441 -0.220331 -0.349632 0.245562 -0.677676 -0.561552 0.838067 -0.220505 1.51681 1.21706 4.98507 29.6765 2.70182 17.9665 3.4972 29.6765 2.70182 1.92634e-09
2.35001 0.00362692 0.00181505 -0.127744 -0.3735 0.313807 -0.648822 -0.612475 0.802389 -0.270919 1.51327 1.19025 4.99284 29.6755 2.71334 17.9637 3.51197 29.6755 2.71334 2.35653e-09
2.36001 0.00365278 0.00183583 -0.027077 -0.373823 0.378786 -0.613116 -0.661039 0.763647 -0.321035 1.50808 1.1634 5.00047 29.6744 2.72485 17.961 3.52673 29.6744 2.72485 2.72879e-09
2.37001 0.00367867 0.00185673 0.0756379 -0.346552 0.439805 -0.57092 -0.707065 0.721995 -0.3708 1.50127 1.13652 5.00795 29.6734 2.73636 17.9582 3.5415 29.6734 2.73636 2.9158e-09
2.38001 0.00370459 0.00187776 0.171819 -0.28899 0.496214 -0.522668 -0.750383 0.6776 -0.420164 1.49286 1.10961 5.01529 29.6723 2.74788 17.9554 3.55626 29.6723 2.74788 2.70345e-09
2.39001 0.00373056 0.00189893 0.250396 -0.201603 0.547408 -0.468863 -0.790833 0.630636 -0.469079 1.48286 1.08266 5.02248 29.6713 2.75939 17.9526 3.57102 29.6713 2.75939 1.84235e-09
2.40001 0.00375656 0.00192022 0.299418 -0.0902145 0.592836 -0.410066 -0.82827 0.581286 -0.517498 1.47131 1.05568 5.02952 29.6702 2.7709 17.9498 3.58577 29.6702 2.7709 2.5626e-10
2.41001 0.00378261 0.00194165 0.309763 0.0330594 0.63201 -0.346894 -0.862555 0.529743 -0.565373 1.45823 1.02868 5.03642 29.6691 2.78242 17.947 3.60053 29.6691 2.78242 -1.69851e-09
2.42001 0.0038087 0.00196321 0.279322 0.152242 0.664505 -0.280014 -0.893565 0.476204 -0.612661 1.44365 1.00164 5.04317 29.6681 2.79393 17.9441 3.61528 29.6681 2.79393 -3.34658e-09
2.43001 0.00383483 0.00198492 0.214128 0.252744 0.68997 -0.210134 -0.921188 0.420876 -0.659317 1.42759 0.97457 5.04978 29.667 2.80544 17.9413 3.63003 29.667 2.80544 -4.22709e-09
2.44001 0.003861 0.00200677 0.125285 0.325542 0.708129 -0.137995 -0.945325 0.363969 -0.7053 1.41008 0.947475 5.05623 29.6659 2.81695 17.9384 3.64478 29.6659 2.81695 -4.36181e-09
2.45001 0.00388721 0.00202877 0.0246411 0.367746 0.718785 -0.0643638 -0.965888 0.305699 -0.750568 1.39115 0.920352 5.06255 29.6648 2.82846 17.9356 3.65952 29.6648 2.82846 -4.02926e-09
2.46001 0.00391345 0.00205091 -0.0779013 0.380746 0.721822 0.00997468 -0.982804 0.246287 -0.795082 1.37084 0.893203 5.06871 29.6637 2.83997 17.9327 3.67426 29.6637 2.83997 -3.49184e-09
2.47001 0.00393972 0.00207321 -0.175084 0.368092 0.717208 0.0842288 -0.996012 0.185958 -0.838804 1.34916 0.866027 5.07473 29.6626 2.85148 17.9298 3.689 29.6626 2.85148 -2.90675e-09
